NAME,REGION,LATITUDE,LONGITUDE,ELEVATION,TYPE,STATUS,LAST ERUPTION CODE
RUANG,SANGIHE IS-INDONESIA,2.28,125.425,725,STRATOVOLCANO,HISTORICAL,D2
RUAPEHU,NEW ZEALAND,-39.28,175.57,2797,STRATOVOLCANO,HISTORICAL,D1
RUBY,MARIANA IS-C PACIFIC,15.62,145.57,-230,SUBMARINE VOLCANO,HISTORICAL,D1
RUBY MOUNTAIN,CANADA,59.68,-133.32,1523,CINDER CONES,HISTORICAL,D3
RUDAKOV,KURIL IS,45.88,149.83,542,STRATOVOLCANO,HOLOCENE?,?
RUIZ,COLOMBIA,4.895,-75.322,5321,STRATOVOLCANO,HISTORICAL,D1
RUMBLE III,NEW ZEALAND,-35.745,178.478,-140,SUBMARINE VOLCANO,HYDROPHONIC,D1
RUMBLE IV,NEW ZEALAND,-36.13,178.05,-450,SUBMARINE VOLCANO,FUMAROLIC,U
RUMBLE V,NEW ZEALAND,-36.139,178.197,-700,SUBMARINE VOLCANO,FUMAROLIC,U
RUNGWE,AFRICA-E,-9.13,33.67,2961,STRATOVOLCANO,HOLOCENE,U
SW USANGU BASIN,AFRICA-E,-8.75,33.8,2179,LAVA DOMES,HOLOCENE,U
SABA,W INDIES,17.63,-63.23,887,STRATOVOLCANO,HISTORICAL,D5
SABANCAYA,PERU,-15.78,-71.85,5967,STRATOVOLCANOES,HISTORICAL,D1
SACABAYA,BOLIVIA,-18.62,-68.75,4215,CINDER CONE,HOLOCENE,U
SADDLE BUTTE,US-OREGON,43.0,-117.8,1700,VOLCANIC FIELD,HOLOCENE?,?
SAIRECABUR,CHILE-N,-22.73,-67.88,5971,STRATOVOLCANOES,HOLOCENE,U
SAKAR,NEW GUINEA-NE OF,-5.414,148.094,992,STRATOVOLCANO,HOLOCENE?,?
SAKURA-JIMA,KYUSHU-JAPAN,31.58,130.67,1117,STRATOVOLCANO,HISTORICAL,D1
SALAK,JAVA,-6.72,106.73,2211,STRATOVOLCANO,HISTORICAL,D2
SAN AGUSTIN,BOLIVIA,-21.25,-67.75,4980,STRATOVOLCANO,HOLOCENE?,?
SAN BORJA VOLC FIELD,MEXICO,28.5,-113.75,1360,CINDER CONES,HOLOCENE,U
SAN CARLOS,AFRICA-W,3.35,8.52,2260,SHIELD VOLCANO,HOLOCENE,U
SAN CRISTOBAL,GALAPAGOS,-0.88,-89.5,759,SHIELD VOLCANO,HOLOCENE,U
SAN CRISTOBAL,NICARAGUA,12.702,-87.004,1745,STRATOVOLCANO,HISTORICAL,D1
SAN DIEGO,EL SALVADOR,14.27,-89.48,781,VOLCANIC FIELD,HOLOCENE,U
SAN FELIX,CHILE-IS,-26.27,-80.12,183,SHIELD VOLCANO,HOLOCENE,U
SAN JOAQUIN,AFRICA-W,3.35,8.63,2009,SHIELD VOLCANO,HOLOCENE,U
SAN JORGE,AZORES,38.65,-28.08,1053,FISSURE VENT,HISTORICAL,D2
SAN JOSE,CHILE-C,-33.782,-69.897,5856,STRATOVOLCANO,HISTORICAL,D2
SAN LUIS,MEXICO,29.814,-114.384,180,TUFF CONE,HOLOCENE,U
SAN MARTIN,MEXICO,18.572,-95.169,1650,SHIELD VOLCANO,HISTORICAL,D4
SAN MIGUEL,EL SALVADOR,13.431,-88.272,2130,STRATOVOLCANO,HISTORICAL,D1
SAN PEDRO,CHILE-N,-21.88,-68.4,6145,STRATOVOLCANOES,HISTORICAL,D2
SAN PEDRO-PELLADO,CHILE-C,-35.989,-70.849,3621,STRATOVOLCANOES,HOLOCENE,U
SAN QUINTIN VOLC FIELD,MEXICO,30.468,-115.996,260,CINDER CONES,HOLOCENE,U
SAN SALVADOR,EL SALVADOR,13.736,-89.286,1893,STRATOVOLCANO,HISTORICAL,D2
SAN VICENTE,EL SALVADOR,13.623,-88.852,2182,STRATOVOLCANO,HOLOCENE,U
SAN VICENTE,CAPE VERDE IS,16.85,-24.97,725,STRATOVOLCANO,HOLOCENE,U
SANBE,HONSHU-JAPAN,35.13,132.62,1126,CALDERA,RADIOCARBON,D7
SAND MOUNTAIN FIELD,US-OREGON,44.38,-121.93,1664,CINDER CONES,RADIOCARBON,D7
SANFORD,ALASKA-E,62.22,-144.13,4949,SHIELD VOLCANO,HOLOCENE?,?
SANGANGUEY,MEXICO,21.45,-104.73,2340,STRATOVOLCANO,HOLOCENE,U
SANGAY,ECUADOR,-2.03,-78.33,5230,STRATOVOLCANO,HISTORICAL,D1
SANGEANG API,LESSER SUNDA IS,-8.18,119.058,1949,COMPLEX VOLCANO,HISTORICAL,D1
SANO,LESSER SUNDA IS,-8.68,120.025,903,CALDERA,HOLOCENE,U
SANTA ANA,EL SALVADOR,13.853,-89.63,2365,STRATOVOLCANO,HISTORICAL,D2
SANTA CLARA,US-UTAH,37.257,-113.625,1465,VOLCANIC FIELD,HOLOCENE,U
SANTA CRUZ,GALAPAGOS,-0.62,-90.33,864,SHIELD VOLCANO,HOLOCENE,U
SANTA ISABEL,COLOMBIA,4.82,-75.37,4950,SHIELD VOLCANO,RADIOCARBON,D7
SANTA ISABEL,AFRICA-W,3.58,8.75,2972,SHIELD VOLCANO,HISTORICAL,D2
SANTA ISABEL,BOLIVIA,-21.67,-66.5,5100,STRATOVOLCANO,HOLOCENE?,?
SANTA MARIA,GUATEMALA,14.756,-91.552,3772,STRATOVOLCANO,HISTORICAL,D1
SANTIAGO,GALAPAGOS,-0.22,-90.77,920,SHIELD VOLCANO,HISTORICAL,D2
SANTIAGO,GUATEMALA,14.33,-89.87,1192,VOLCANIC FIELD,HOLOCENE,U
SANTO ANTAO,CAPE VERDE IS,17.07,-25.17,1979,STRATOVOLCANO,HOLOCENE,U
SANTO TOMAS,LUZON-PHILIPPINES,16.33,120.55,2260,STRATOVOLCANO,UNCERTAIN,?
SANTO TOMAS,GUATEMALA,14.71,-91.479,3542,STRATOVOLCANOES,PLEISTOCENE-FUMAROLIC,Q
SANTORINI,GREECE,36.404,25.396,329,SHIELD VOLCANOES,HISTORICAL,D2
SAO TOME,AFRICA-W,0.32,6.72,2024,SHIELD VOLCANO,HOLOCENE?,?
SARIGAN,MARIANA IS-C PACIFIC,16.708,145.78,538,STRATOVOLCANO,HOLOCENE,U
SARIK-GAJAH,SUMATRA,0.08,100.2,0,PYROCLASTIC CONES,HOLOCENE?,?
SARYCHEV PEAK,KURIL IS,48.092,153.2,1496,STRATOVOLCANO,HISTORICAL,D1
SATAH MOUNTAIN,CANADA,52.47,-124.7,1921,VOLCANIC FIELD,HOLOCENE,U
SAVAI'I,SAMOA-SW PACIFIC,-13.612,-172.525,1858,SHIELD VOLCANO,HISTORICAL,D2
SAVO,SOLOMON IS-SW PACIFI,-9.13,159.82,510,STRATOVOLCANO,HISTORICAL,D3
SAWAD,ARABIA-S,13.58,46.12,1737,VOLCANIC FIELD,HISTORICAL,D6
SEAL NUNATAKS GROUP,ANTARCTICA,-65.03,-60.05,368,PYROCLASTIC CONES,HISTORICAL,D3
SEDANKINSKY,KAMCHATKA,57.23,160.08,1241,SHIELD VOLCANO,HOLOCENE,U
SEGERERUA PLATEAU,AFRICA-E,1.57,37.9,699,PYROCLASTIC CONES,HOLOCENE,U
SEGUAM,ALEUTIAN IS,52.32,-172.52,1054,STRATOVOLCANOES,HISTORICAL,D1
SEGULA,ALEUTIAN IS,52.02,178.13,1153,STRATOVOLCANO,HOLOCENE,U
SEKINCAU BELIRANG,SUMATRA,-5.12,104.32,1719,CALDERAS,FUMAROLIC,U
SEMERU,JAVA,-8.108,112.92,3676,STRATOVOLCANO,HISTORICAL,D1
SEMISOPOCHNOI,ALEUTIAN IS,51.95,179.62,1221,STRATOVOLCANO,HISTORICAL,D1
SEMPU,SULAWESI-INDONESIA,1.142,124.73,1549,CALDERA,FUMAROLIC,U
SERDAN-ORIENTAL,MEXICO,19.27,-97.47,3485,TUFF CONES,HOLOCENE,U
SERGIEF,ALEUTIAN IS,52.03,-174.93,560,STRATOVOLCANO,UNCERTAIN,?
SERUA,BANDA SEA,-6.3,130.0,641,STRATOVOLCANO,HISTORICAL,D2
SESSAGARA,NEW GUINEA,-9.48,149.13,370,UNKNOWN,HOLOCENE,U
SETE CIDADES,AZORES,37.87,-25.78,856,STRATOVOLCANO,HISTORICAL,D3
SEULAWAH AGAM,SUMATRA,5.448,95.658,1810,STRATOVOLCANO,HISTORICAL,D3
SEVERNY,KAMCHATKA,58.28,160.87,1936,SHIELD VOLCANO,HOLOCENE,U
SHALA,ETHIOPIA,7.47,38.55,2075,STRATOVOLCANO,HOLOCENE,U
SHARAT KOVAKAB,SYRIA,36.53,40.85,534,VOLCANIC FIELD,HOLOCENE,U
SHASTA,US-CALIFORNIA,41.42,-122.2,4317,STRATOVOLCANO,HISTORICAL,D4
SHIGA,HONSHU-JAPAN,36.7,138.52,2036,SHIELD VOLCANOES,HOLOCENE,U
SHIKARIBETSU GROUP,HOKKAIDO-JAPAN,43.28,143.08,1430,LAVA DOMES,HOLOCENE,U
SHIKOTSU,HOKKAIDO-JAPAN,42.7,141.33,1320,CALDERA,HISTORICAL,D1
SHIRETOKO-IWO-ZAN,HOKKAIDO-JAPAN,44.13,145.17,1563,STRATOVOLCANO,HISTORICAL,D2
SHIRIBETSU,HOKKAIDO-JAPAN,42.767,140.916,1107,STRATOVOLCANO,HOLOCENE,U
SHIRINKI,KURIL IS,50.2,154.98,761,STRATOVOLCANO,HOLOCENE,U
SHISHALDIN,ALEUTIAN IS,54.75,-163.97,2857,STRATOVOLCANO,HISTORICAL,D1
SHISHEL,KAMCHATKA,57.45,160.37,2525,SHIELD VOLCANO,HOLOCENE,U
SHIVELUCH,KAMCHATKA,56.653,161.36,3283,STRATOVOLCANO,HISTORICAL,D1
SHOSHONE LAVA FIELD,US-IDAHO,43.07,-114.43,1525,CINDER CONES,HOLOCENE?,?
SIBAYAK,SUMATRA,3.2,98.52,2212,STRATOVOLCANOES,HISTORICAL,D3
SIBUALBUALI,SUMATRA,1.556,99.255,1819,STRATOVOLCANO,HOLOCENE?,?
SILALI,AFRICA-E,1.15,36.23,1528,SHIELD VOLCANO,AR/AR,D7
SILAY,PHILIPPINES-C,10.77,123.23,1535,STRATOVOLCANO,HOLOCENE,U
SILVERTHRONE,CANADA,51.43,-126.3,3160,CALDERA,HOLOCENE,U
SIMBO,SOLOMON IS-SW PACIFI,-8.292,156.52,335,STRATOVOLCANOES,UNCERTAIN,?
SINABUNG,SUMATRA,3.17,98.392,2460,STRATOVOLCANO,HOLOCENE,U
SINARKA,KURIL IS,48.875,154.175,934,STRATOVOLCANO,HISTORICAL,D3
SINGU PLATEAU,SE ASIA,22.7,95.98,507,FISSURE VENTS,HOLOCENE,U
SINGUIL,EL SALVADOR,14.03,-89.7,957,CINDER CONES,HOLOCENE,U
SIPLE,ANTARCTICA,-73.43,-126.67,3110,SHIELD VOLCANO,HOLOCENE?,?
SIRUNG,LESSER SUNDA IS,-8.51,124.148,862,COMPLEX VOLCANO,HISTORICAL,D1
SLAMET,JAVA,-7.242,109.208,3432,STRATOVOLCANO,HISTORICAL,D1
SMIRNOV,KURIL IS,44.43,146.13,1189,STRATOVOLCANO,HOLOCENE,U
SMITH ROCK,IZU IS-JAPAN,31.32,140.05,136,SUBMARINE VOLCANO,HISTORICAL,D2
SNAEFELLSJOKULL,ICELAND-W,64.8,-23.78,1448,STRATOVOLCANO,RADIOCARBON,D6
SNEGOVOY,KAMCHATKA,58.2,160.97,2169,SHIELD VOLCANO,HOLOCENE,U
SNEZHNIY,KAMCHATKA,58.02,160.75,2169,SHIELD VOLCANO,HOLOCENE,U
SNOWY,ALASKA PENINSULA,58.33,-154.68,2161,STRATOVOLCANO,FUMAROLIC,U
SOCHE,ECUADOR,0.552,-77.58,3955,STRATOVOLCANO,RADIOCARBON,D7
SOCOMPA,CHILE-N,-24.4,-68.25,6051,STRATOVOLCANO,RADIOCARBON,D7
SOCORRO,MEXICO-IS,18.78,-110.95,1050,SHIELD VOLCANO,HISTORICAL,D1
SODORE,ETHIOPIA,8.43,39.35,1765,PYROCLASTIC CONES,HOLOCENE,U
SOLLIPULLI,CHILE-C,-38.97,-71.52,2282,CALDERA,RADIOCARBON,D6
SOPUTAN,SULAWESI-INDONESIA,1.108,124.725,1784,STRATOVOLCANO,HISTORICAL,D1
SORIKMARAPI,SUMATRA,0.686,99.539,2145,STRATOVOLCANO,HISTORICAL,D1
SORKALE,ETHIOPIA,13.18,41.725,1611,STRATOVOLCANO,HOLOCENE?,?
SOTARA,COLOMBIA,2.12,-76.58,4400,STRATOVOLCANO,HOLOCENE,U
SOUFRIERE GUADELOUPE,W INDIES,16.05,-61.67,1467,STRATOVOLCANO,HISTORICAL,D1
SOUFRIERE HILLS,W INDIES,16.72,-62.18,915,STRATOVOLCANO,HISTORICAL,D1
SOUFRIERE ST. VINCENT,W INDIES,13.33,-61.18,1220,STRATOVOLCANO,HISTORICAL,D1
SOUTH ISLAND,AFRICA-E,2.63,36.6,700,STRATOVOLCANO,HISTORICAL,D3
SOUTH SISTER,US-OREGON,44.1,-121.77,3157,COMPLEX VOLCANO,RADIOCARBON,D7
SOUTHERN SIKHOTE-ALIN,RUSSIA-SE,44.5,135.5,0,VOLCANIC FIELD,HOLOCENE,U
SPECTRUM RANGE,CANADA,57.43,-130.68,2430,SHIELD VOLCANO,HOLOCENE,U
SPURR,ALASKA-SW,61.3,-152.25,3374,STRATOVOLCANO,HISTORICAL,D1
SQUAW RIDGE FIELD,US-OREGON,43.472,-120.754,1711,VOLCANIC FIELD,HOLOCENE?,?
SREDNII,KURIL IS,47.6,152.92,36,SUBMARINE VOLCANO,HOLOCENE,U
ST. ANDREW STRAIT,ADMIRALTY IS-SW PACI,-2.38,147.35,270,COMPLEX VOLCANO,HISTORICAL,D2
ST. CATHERINE,W INDIES,12.15,-61.67,840,STRATOVOLCANO,HOLOCENE,U
ST. HELENS,US-WASHINGTON,46.2,-122.18,2549,STRATOVOLCANO,HISTORICAL,D1
ST. MICHAEL,ALASKA-W,63.45,-162.12,715,SHIELD VOLCANOES,ANTHROPOLOGY,U
ST. PAUL,INDIAN O-S,-38.72,77.53,268,STRATOVOLCANO,HISTORICAL,D4
ST. PAUL ISLAND,ALASKA-W,57.18,-170.3,203,CINDER CONES,HOLOCENE,U
STEAMBOAT SPRINGS,US-NEVADA,39.375,-119.72,1415,LAVA DOMES,PLEISTOCENE-FUMAROLIC,Q
STELLER,ALASKA PENINSULA,58.43,-154.4,2272,UNKNOWN,UNCERTAIN,?
STROMBOLI,ITALY,38.789,15.213,926,STRATOVOLCANO,HISTORICAL,D1
STURGE ISLAND,ANTARCTICA,-67.4,164.83,1167,STRATOVOLCANO,UNCERTAIN,?
SUCHITAN VOLC FIELD,GUATEMALA,14.4,-89.78,2042,STRATOVOLCANOES,HOLOCENE,U
SUKARIA CALDERA,LESSER SUNDA IS,-8.792,121.77,1500,CALDERA,FUMAROLIC,U
SUMACO,ECUADOR,-0.538,-77.626,3990,STRATOVOLCANO,HISTORICAL,D3
SUMBING,JAVA,-7.38,110.058,3371,STRATOVOLCANO,HISTORICAL,D4
SUMBING,SUMATRA,-2.414,101.728,2507,STRATOVOLCANO,HISTORICAL,D2
SUMIYOSHI-IKE,KYUSHU-JAPAN,31.768,130.594,100,MAARS,RADIOCARBON,D7
SUNDORO,JAVA,-7.3,109.992,3136,STRATOVOLCANO,HISTORICAL,D1
SUNSET CRATER,US-ARIZONA,35.37,-111.5,2447,CINDER CONE,DENDROCHRONOLOGY,D6
SUOH,SUMATRA,-5.25,104.27,1000,MAARS,HISTORICAL,D2
SUPHAN DAGI,TURKEY,38.92,42.82,4434,STRATOVOLCANO,HOLOCENE,U
SUPPLY REEF,MARIANA IS-C PACIFIC,20.13,145.1,-8,SUBMARINE VOLCANO,HYDROPHONIC,D1
SURETAMATAI,VANUATU-SW PACIFIC,-13.8,167.47,921,COMPLEX VOLCANO,HISTORICAL,D1
SUSWA,AFRICA-E,-1.175,36.35,2356,SHIELD VOLCANO,HOLOCENE,U
SUWANOSE-JIMA,RYUKYU IS,29.53,129.72,799,STRATOVOLCANO,HISTORICAL,D1
TA'U,SAMOA-SW PACIFIC,-14.23,-169.454,931,SHIELD VOLCANO,HOLOCENE,U
TAAL,LUZON-PHILIPPINES,14.002,120.993,400,STRATOVOLCANO,HISTORICAL,D1
TABLE TOP-WIDE BAY,ALEUTIAN IS,53.98,-166.67,800,CINDER CONES,HOLOCENE,U
TABURETE,EL SALVADOR,13.435,-88.532,1172,STRATOVOLCANO,HOLOCENE,U
TACANA,MEXICO,15.13,-92.112,4110,STRATOVOLCANO,HISTORICAL,D1
TACORA,CHILE-N,-17.72,-69.77,5980,STRATOVOLCANO,FUMAROLIC,U
TAFTAN,IRAN,28.6,61.6,4050,STRATOVOLCANO,HOLOCENE,U
TAIR,RED SEA,15.7,41.742,244,STRATOVOLCANO,HISTORICAL,D3
TAJUMULCO,GUATEMALA,15.034,-91.903,4220,STRATOVOLCANO,HOLOCENE,U
TAKAHARA,HONSHU-JAPAN,36.9,139.78,1795,STRATOVOLCANO,HOLOCENE,D7
TAKAHE,ANTARCTICA,-76.28,-112.08,3460,SHIELD VOLCANO,ICE CORE,D7
TAKAWANGHA,ALEUTIAN IS,51.87,-178.02,1449,STRATOVOLCANO,HOLOCENE,U
TAKUAN GROUP,BOUGAINVILLE-SW PACI,-6.442,155.608,2210,VOLCANIC COMPLEX,HOLOCENE,U
TALAGABODAS,JAVA,-7.208,108.07,2201,STRATOVOLCANO,FUMAROLIC,U
TALAKMAU,SUMATRA,0.079,99.98,2919,COMPLEX VOLCANO,HOLOCENE,U
TALANG,SUMATRA,-0.978,100.679,2597,STRATOVOLCANO,HISTORICAL,D1
TAMBORA,LESSER SUNDA IS,-8.25,118.0,2850,STRATOVOLCANO,HISTORICAL,D1
TAMPOMAS,JAVA,-6.77,107.95,1684,STRATOVOLCANO,HOLOCENE,U
TANAGA,ALEUTIAN IS,51.88,-178.13,1806,STRATOVOLCANOES,HISTORICAL,D2
TANDIKAT,SUMATRA,-0.433,100.317,2438,STRATOVOLCANOES,HISTORICAL,D2
TANGKUBANPARAHU,JAVA,-6.77,107.6,2084,STRATOVOLCANO,HISTORICAL,D1
TAO-RUSYR CALDERA,KURIL IS,49.35,154.7,1325,STRATOVOLCANO,HISTORICAL,D2
TARA,LESSER SUNDA IS,-7.792,123.579,748,STRATOVOLCANO,HISTORICAL,D3
TARAKAN,HALMAHERA-INDONESIA,1.78,127.792,318,PYROCLASTIC CONES,HOLOCENE,U
TARYATU-CHULUTU,MONGOLIA,48.17,99.7,2400,VOLCANIC FIELD,HOLOCENE,U
TAT ALI,ETHIOPIA,13.28,41.07,700,SHIELD VOLCANO,HOLOCENE,U
TATA SABAYA,BOLIVIA,-19.13,-68.53,5430,STRATOVOLCANO,HOLOCENE,U
TATE-YAMA,HONSHU-JAPAN,36.57,137.6,2621,STRATOVOLCANO,HISTORICAL,D3
TATESHINA,HONSHU-JAPAN,36.1,138.3,2530,STRATOVOLCANOES,HOLOCENE,U
TATIO,CHILE-N,-22.35,-68.03,4280,HYDROTHERMAL FIELD,PLEISTOCENE-GEYSERS,Q
TATUN GROUP,TAIWAN,25.17,121.52,1120,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
TAUNSHITS,KAMCHATKA,54.53,159.8,2353,STRATOVOLCANO,RADIOCARBON,D7
TAUPO,NEW ZEALAND,-38.82,176.0,760,CALDERA,RADIOCARBON,D6
TAVEUNI,FIJI IS-SW PACIFIC,-16.82,-179.97,1241,SHIELD VOLCANO,RADIOCARBON,D7
TEAHITIA,SOCIETY IS-C PACIFIC,-17.57,-148.85,-1600,SUBMARINE VOLCANO,SEISMICITY,U
TECAPA,EL SALVADOR,13.494,-88.502,1593,STRATOVOLCANO,HOLOCENE,U
TECUAMBURRO,GUATEMALA,14.156,-90.407,1845,STRATOVOLCANO,RADIOCARBON,D7
TELICA,NICARAGUA,12.602,-86.845,1061,STRATOVOLCANOES,HISTORICAL,D1
TELOMOYO,JAVA,-7.37,110.4,1894,STRATOVOLCANO,HOLOCENE,U
TENDURUK DAGI,TURKEY,39.33,43.83,3584,SHIELD VOLCANO,HOLOCENE,U
TENERIFE,CANARY IS,28.271,-16.641,3715,STRATOVOLCANO,HISTORICAL,D2
TENGCHONG,CHINA-S,25.32,98.47,2865,PYROCLASTIC CONES,HISTORICAL,D5
TENGGER CALDERA,JAVA,-7.942,112.95,2329,STRATOVOLCANOES,HISTORICAL,D1
TENORIO,COSTA RICA,10.673,-85.015,1916,STRATOVOLCANOES,HOLOCENE,U
TEON,BANDA SEA,-6.92,129.125,655,STRATOVOLCANO,HISTORICAL,D2
TEPI,ETHIOPIA,7.42,35.43,2728,SHIELD VOLCANO,HOLOCENE,U
TERCEIRA,AZORES,38.73,-27.32,1023,STRATOVOLCANOES,HISTORICAL,D1
THEISTAREYKJARBUNGA,ICELAND,65.88,-16.83,564,SHIELD VOLCANO,TEPHROCHRONOLOGY,D7
THOMPSON ISLAND,ATLANTIC-S,-53.93,5.5,0,SUBMARINE VOLCANO ?,UNCERTAIN,?
THULE ISLANDS,ANTARCTICA,-59.45,-27.37,1075,STRATOVOLCANOES,HISTORICAL,D1
TIANSHAN VOLC GROUP,CHINA-W,42.5,82.5,0,VOLCANIC FIELD,HISTORICAL,D6
TIATIA,KURIL IS,44.358,146.27,1819,STRATOVOLCANO,HISTORICAL,D1
TICSANI,PERU,-16.755,-70.595,5408,STRATOVOLCANO,HOLOCENE,U
TIDORE,HALMAHERA-INDONESIA,0.65,127.4,1730,STRATOVOLCANO,HOLOCENE,U
TIGALALU,HALMAHERA-INDONESIA,0.07,127.42,422,UNKNOWN,HOLOCENE,U
TIGRE,HONDURAS,13.27,-87.63,760,STRATOVOLCANO,HOLOCENE,U
TIHO,DJIBOUTI,11.53,42.05,500,FUMAROLE FIELD,PLEISTOCENE-FUMAROLIC,Q
TILARAN,COSTA RICA,10.451,-84.978,634,SHIELD VOLCANO,HOLOCENE?,?
TINAKULA,SANTA CRUZ IS-SW PAC,-10.38,165.8,851,STRATOVOLCANO,HISTORICAL,D1
TINDFJALLAJOKULL,ICELAND-S,63.78,-19.57,1463,STRATOVOLCANO,HOLOCENE,U
TINGUIRIRICA,CHILE-C,-34.814,-70.352,4280,STRATOVOLCANO,HISTORICAL,D2
TIPAS,ARGENTINA,-27.2,-68.55,6660,COMPLEX VOLCANO,HOLOCENE,U
TITILA,KAMCHATKA,57.4,160.1,1559,SHIELD VOLCANOES,HOLOCENE,U
TJORNES FRACTURE ZONE,ICELAND-N OF,66.3,-17.1,0,SUBMARINE VOLCANO,HISTORICAL,D3
TLEVAK STRAIT-SUEMEZ IS.,ALASKA-SE,55.25,-133.3,50,VOLCANIC FIELD,HOLOCENE,U
TO-SHIMA,IZU IS-JAPAN,34.52,139.28,508,STRATOVOLCANO,HOLOCENE?,?
TOBA,SUMATRA,2.58,98.83,2157,CALDERA,HOLOCENE,U
TOBARU,HALMAHERA-INDONESIA,1.625,127.675,1035,UNKNOWN,HOLOCENE,U
TOCONCE,CHILE-N,-22.2,-68.1,5435,STRATOVOLCANO,HOLOCENE,U
TOCORPURI,CHILE-N,-22.43,-67.9,5808,STRATOVOLCANO,HOLOCENE,U
TODOKO-RANU,HALMAHERA-INDONESIA,1.22,127.43,979,CALDERAS,HOLOCENE,U
TOFUA,TONGA-SW PACIFIC,-19.75,-175.07,512,CALDERA,HISTORICAL,D2
TOH,AFRICA-N,21.33,16.33,2000,VOLCANIC FIELD,HOLOCENE,U
TOKACHI,HOKKAIDO-JAPAN,43.42,142.68,2077,STRATOVOLCANOES,HISTORICAL,D1
TOLBACHIK,KAMCHATKA,55.83,160.33,3682,SHIELD VOLCANO,HISTORICAL,D1
TOLGUACA,CHILE-C,-38.31,-71.645,2806,STRATOVOLCANO,HOLOCENE,U
TOLIMA,COLOMBIA,4.67,-75.33,5200,STRATOVOLCANO,HISTORICAL,D2
TOLIMAN,GUATEMALA,14.612,-91.189,3158,STRATOVOLCANO,HOLOCENE,U
TOLMACHEV DOL,KAMCHATKA,52.63,157.58,1021,CINDER CONES,HOLOCENE,U
TOLUCA,MEXICO,19.108,-99.758,4690,STRATOVOLCANO,RADIOCARBON,D7
TONDANO CALDERA,SULAWESI-INDONESIA,1.23,124.83,1202,CALDERA,FUMAROLIC,U
TONEY MOUNTAIN,ANTARCTICA,-75.8,-115.83,3595,SHIELD VOLCANO,HOLOCENE?,?
TONGARIRO,NEW ZEALAND,-39.13,175.642,1978,STRATOVOLCANOES,HISTORICAL,D1
TONGKOKO,SULAWESI-INDONESIA,1.52,125.2,1149,STRATOVOLCANO,HISTORICAL,D3
TORE,BOUGAINVILLE-SW PACI,-5.83,154.93,2200,LAVA CONE,HOLOCENE,U
TORFAJOKULL,ICELAND-S,63.92,-19.17,1259,STRATOVOLCANO,HISTORICAL,D6
TORI-SHIMA,IZU IS-JAPAN,30.48,140.32,403,STRATOVOLCANO,HISTORICAL,D1
TOROENG PRONG,SE ASIA,14.93,108.0,800,CINDER CONE,HOLOCENE?,?
TORTUGA,MEXICO,27.392,-111.858,210,SHIELD VOLCANO,HOLOCENE,U
TOSA SUCHA,ETHIOPIA,5.92,37.57,1650,CINDER CONES,HOLOCENE,U
TOUSSIDE,AFRICA-N,21.03,16.45,3265,STRATOVOLCANO,HOLOCENE,U
TOWADA,HONSHU-JAPAN,40.47,140.92,1159,CALDERA,HISTORICAL,D6
TRAITOR'S HEAD,VANUATU-SW PACIFIC,-18.75,169.23,837,STRATOVOLCANO,HISTORICAL,D3
TRES VIRGENES,MEXICO,27.47,-112.591,1940,STRATOVOLCANOES,RADIOCARBON,D7
TRI SESTRY,KURIL IS,45.93,149.92,998,STRATOVOLCANO,HOLOCENE?,?
TRIDENT,ALASKA PENINSULA,58.23,-155.08,1864,STRATOVOLCANO,HISTORICAL,D1
TRINDADE,ATLANTIC-S,-20.514,-29.331,600,STRATOVOLCANO,HOLOCENE,U
TRISTAN DA CUNHA,ATLANTIC-S,-37.092,-12.28,2060,STRATOVOLCANO,HISTORICAL,D2
TROMEN,ARGENTINA,-37.142,-70.03,3978,STRATOVOLCANO,HOLOCENE,U
TSEAX RIVER CONE,CANADA,55.12,-128.9,609,PYROCLASTIC CONE,RADIOCARBON,D4
TSHIBINDA,AFRICA-C,-2.32,28.75,1460,CINDER CONES,HOLOCENE,U
TSURUMI,KYUSHU-JAPAN,33.28,131.43,1584,LAVA DOMES,HISTORICAL,D6
TUJLE,CHILE-N,-23.83,-67.95,3550,MAAR,HOLOCENE,U
TULABUG,ECUADOR,-1.78,-78.613,3336,SCORIA CONES,HOLOCENE,U
TULLU MOJE,ETHIOPIA,8.158,39.13,2349,PUMICE CONE,ANTHROPOLOGY,D2
TUMBLE BUTTES,US-CALIFORNIA,40.68,-121.55,2191,CINDER CONES,HOLOCENE?,?
TUNDROVIY,KAMCHATKA,52.25,157.6,739,SHIELD VOLCANOES,HOLOCENE,U
TUNGNAFELLSJOKULL,ICELAND-NE,64.73,-17.92,1535,STRATOVOLCANO,HOLOCENE,U
TUNGURAHUA,ECUADOR,-1.467,-78.442,5023,STRATOVOLCANO,HISTORICAL,D1
TUNKIN DEPRESSION,RUSSIA-SE,51.5,102.5,1200,VOLCANIC FIELD,HOLOCENE,U
TUPUNGATITO,CHILE-C,-33.4,-69.8,6000,STRATOVOLCANO,HISTORICAL,D1
TURFAN,CHINA-W,42.9,89.25,0,CONE,HISTORICAL,D6
TURRIALBA,COSTA RICA,10.03,-83.77,3340,STRATOVOLCANO,HISTORICAL,D3
TUTUILA,SAMOA-SW PACIFIC,-14.295,-170.7,653,TUFF CONES,HOLOCENE,U
